,MEA_DDHR,PLANT,LOC,X24H_TMA,24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
33,2019-04-04 04:30:00,2,1,2019-04-05 4:30,0.0,0.9995144585022355,2019-04-06 4:30,0.0,0.9995892557263758
34,2019-04-04 05:00:00,2,2,2019-04-05 5:00,0.0,0.9995642751738522,2019-04-06 5:00,0.0,0.9995830553612651
35,2019-04-04 06:00:00,1,1,2019-04-05 6:00,0.0,0.999689959344653,2019-04-06 6:00,0.0,0.9995941943886664
36,2019-04-04 14:30:00,2,3,2019-04-05 14:30,0.0,0.9994221212282572,2019-04-06 14:30,0.0,0.9997152654123048
37,2019-04-04 18:00:00,2,3,2019-04-05 18:00,0.0,0.9995725718935647,2019-04-06 18:00,0.0,0.9996951303005284
38,2019-04-04 22:00:00,1,1,2019-04-05 22:00,0.0,0.9995744767691239,2019-04-06 22:00,0.0,0.9995483901047381
39,2019-04-04 23:00:00,1,1,2019-04-05 23:00,0.0,0.9995985174598058,2019-04-06 23:00,0.0,0.9995799972578551
40,2019-04-05 00:00:00,2,1,2019-04-06 0:00,0.0,0.9996309284720141,2019-04-07 0:00,0.0,0.9995276377713205
41,2019-04-05 00:30:00,1,1,2019-04-06 0:30,0.0,0.9996309284720141,2019-04-07 0:30,0.0,0.9996309284720141
42,2019-04-05 01:30:00,2,2,2019-04-06 1:30,0.0,0.9996197894446128,2019-04-07 1:30,0.0,0.9996197894446128
43,2019-04-05 02:00:00,1,2,2019-04-06 2:00,0.0,0.9996197894446128,2019-04-07 2:00,0.0,0.9996197894446128
44,2019-04-05 02:30:00,1,3,2019-04-06 2:30,0.0,0.9996197894446128,2019-04-07 2:30,0.0,0.9996197894446128
45,2019-04-05 04:30:00,2,1,2019-04-06 4:30,0.0,0.9996744667400368,2019-04-07 4:30,0.0,0.9996309284720141
46,2019-04-05 06:30:00,2,2,2019-04-06 6:30,0.0,0.9996633277126356,2019-04-07 6:30,0.0,0.9996197894446128
47,2019-04-05 08:00:00,1,3,2019-04-06 8:00,0.0,0.9993360000363968,2019-04-07 8:00,0.0,0.9996197894446128
48,2019-04-05 13:00:00,2,3,2019-04-06 13:00,0.0,0.9994732406107908,2019-04-07 13:00,0.0,0.9993835712739353
49,2019-04-05 15:30:00,1,3,2019-04-06 15:30,0.0,0.9991540610539299,2019-04-07 15:30,0.0,0.9993203913510377
50,2019-04-05 18:00:00,1,1,2019-04-06 18:00,0.0,0.9993811647347964,2019-04-07 18:00,0.0,0.9993811647347964
51,2019-04-05 18:00:00,2,3,2019-04-06 18:00,0.0,0.9993351733551992,2019-04-07 18:00,0.0,0.999356188830276
52,2019-04-05 21:30:00,1,2,2019-04-06 21:30,0.0,0.9993350549093545,2019-04-07 21:30,0.0,0.9993700257073952
53,2019-04-06 00:30:00,1,1,2019-04-07 0:30,0.0,0.9993310459526029,2019-04-08 0:30,0.0,0.9996744667400368
54,2019-04-06 02:00:00,2,3,2019-04-07 2:00,0.0,0.9996197894446128,2019-04-08 2:00,0.0,0.9996633277126356
55,2019-04-06 02:00:00,1,2,2019-04-07 2:00,0.0,0.9996197894446128,2019-04-08 2:00,0.0,0.9996633277126356
56,2019-04-06 06:30:00,1,3,2019-04-07 6:30,0.0,0.9996197894446128,2019-04-08 6:30,0.0,0.9996284753604395
57,2019-04-06 12:00:00,2,3,2019-04-07 12:00,0.0,0.9993350549093545,2019-04-08 12:00,0.0,0.9994732406107908
58,2019-04-06 17:00:00,1,1,2019-04-07 17:00,0.0,0.9993315303784387,2019-04-08 17:00,0.0,0.9993463123826004
59,2019-04-06 18:00:00,1,3,2019-04-07 18:00,0.0,0.9993342282281567,2019-04-08 18:00,0.0,0.9993700257073952
60,2019-04-06 21:00:00,2,1,2019-04-07 21:00,0.0,0.9996309284720141,2019-04-08 21:00,0.0,0.9993902373506164
61,2019-04-06 22:30:00,1,3,2019-04-07 22:30,0.0,0.9996197894446128,2019-04-08 22:30,0.0,0.9996633277126356
62,2019-04-07 00:30:00,2,2,2019-04-08 0:30,0.0,0.9996197894446128,2019-04-09 0:30,0.0,0.9993700257073952
63,2019-04-07 02:30:00,2,2,2019-04-08 2:30,0.0,0.9996633277126356,2019-04-09 2:30,0.0,0.9993708523885928
64,2019-04-07 03:00:00,1,3,2019-04-08 3:00,0.0,0.9996248622469811,2019-04-09 3:00,0.0,0.9996633277126356
65,2019-04-07 03:00:00,2,1,2019-04-08 3:00,0.0,0.9996744667400368,2019-04-09 3:00,0.0,0.999489421167908
66,2019-04-07 07:30:00,2,1,2019-04-08 7:30,0.0,0.9996309284720141,2019-04-09 7:30,0.0,0.9996309284720141
67,2019-04-07 12:00:00,1,1,2019-04-08 12:00,0.0,0.9993811647347964,2019-04-09 12:00,0.0,0.9993699463765789
68,2019-04-07 13:30:00,2,2,2019-04-08 13:30,0.0,0.9991540610539299,2019-04-09 13:30,0.0,0.9994345167373266
69,2019-04-07 13:30:00,2,3,2019-04-08 13:30,0.0,0.9993700257073952,2019-04-09 13:30,0.0,0.9993351733551992
70,2019-04-07 17:30:00,2,3,2019-04-08 17:30,0.0,0.9993369332987511,2019-04-09 17:30,0.0,0.9993700257073952
71,2019-04-08 01:30:00,1,1,2019-04-09 1:30,0.0,0.9996396143878408,2019-04-10 1:30,0.0,0.9996309284720141
72,2019-04-08 02:00:00,2,3,2019-04-09 2:00,0.0,0.9996633277126356,2019-04-10 2:00,0.0,0.9996197894446128
73,2019-04-08 02:00:00,1,3,2019-04-09 2:00,0.0,0.9996284753604395,2019-04-10 2:00,0.0,0.9996197894446128
74,2019-04-08 05:30:00,1,3,2019-04-09 5:30,0.0,0.9996284753604395,2019-04-10 5:30,0.0,0.9996197894446128
75,2019-04-08 08:00:00,2,1,2019-04-09 8:00,0.0,0.9996396143878408,2019-04-10 8:00,0.0,0.9993310459526029
76,2019-04-08 11:00:00,2,3,2019-04-09 11:00,0.0,0.9993350549093545,2019-04-10 11:00,0.0,0.9996197894446128
77,2019-04-08 12:00:00,2,2,2019-04-09 12:00,0.0,0.9994345167373266,2019-04-10 12:00,0.0,0.9996197894446128
78,2019-04-08 13:30:00,2,2,2019-04-09 13:30,0.0,0.9994345167373266,2019-04-10 13:30,0.0,0.9996197894446128
79,2019-04-08 17:30:00,2,3,2019-04-09 17:30,0.0,0.9993360000363968,2019-04-10 17:30,0.0,0.9996216678340094
80,2019-04-08 20:30:00,2,3,2019-04-09 20:30,0.0,0.9996197894446128,2019-04-10 20:30,0.0,0.9996633277126356
81,2019-04-08 23:00:00,2,1,2019-04-09 23:00,0.0,0.9996309284720141,2019-04-10 23:00,0.0,0.9996309284720141
82,2019-04-08 23:30:00,1,2,2019-04-09 23:30,0.0,0.9996197894446128,2019-04-10 23:30,0.0,0.9996197894446128
83,2019-04-09 01:00:00,2,3,2019-04-10 1:00,0.0,0.9996197894446128,2019-04-11 1:00,0.0,0.9996197894446128
84,2019-04-09 02:00:00,2,1,2019-04-10 2:00,0.0,0.9996309284720141,2019-04-11 2:00,0.0,0.9996328068614106
85,2019-04-09 02:30:00,1,1,2019-04-10 2:30,0.0,0.9996309284720141,2019-04-11 2:30,0.0,0.9996309284720141
86,2019-04-09 03:30:00,2,2,2019-04-10 3:30,0.0,0.9996197894446128,2019-04-11 3:30,0.0,0.9996197894446128
87,2019-04-09 04:30:00,2,3,2019-04-10 4:30,0.0,0.9996197894446128,2019-04-11 4:30,0.0,0.9996197894446128
88,2019-04-09 05:30:00,1,3,2019-04-10 5:30,0.0,0.9996197894446128,2019-04-11 5:30,0.0,0.9996633277126356
89,2019-04-09 08:30:00,2,2,2019-04-10 8:30,0.0,0.9996197894446128,2019-04-11 8:30,0.0,0.9996284753604395
90,2019-04-09 09:00:00,1,1,2019-04-10 9:00,0.0,0.9996309284720141,2019-04-11 9:00,0.0,0.9996328068614106
91,2019-04-09 09:30:00,1,1,2019-04-10 9:30,0.0,0.9996309284720141,2019-04-11 9:30,0.0,0.9996309284720141
92,2019-04-09 21:00:00,1,2,2019-04-10 21:00,0.0,0.9996197894446128,2019-04-11 21:00,0.0,0.9996266064963001
93,2019-04-10 01:00:00,2,2,2019-04-11 1:00,0.0,0.9996248622469811,2019-04-12 1:00,0.0,0.9993078618857864
94,2019-04-10 01:30:00,1,3,2019-04-11 1:30,0.0,0.9996197894446128,2019-04-12 1:30,0.0,0.9996633277126356
95,2019-04-10 02:00:00,2,2,2019-04-11 2:00,0.0,0.9996248622469811,2019-04-12 2:00,0.0,0.9993238365511372
96,2019-04-10 04:30:00,1,1,2019-04-11 4:30,0.0,0.9996309284720141,2019-04-12 4:30,0.0,0.9996744667400368
97,2019-04-10 06:30:00,2,3,2019-04-11 6:30,0.0,0.9996197894446128,2019-04-12 6:30,0.0,0.9996633277126356
98,2019-04-10 07:30:00,1,2,2019-04-11 7:30,0.0,0.9996197894446128,2019-04-12 7:30,0.0,0.9996633277126356
99,2019-04-10 10:00:00,1,1,2019-04-11 10:00,0.0,0.9993453672555579,2019-04-12 10:00,0.0,0.9996744667400368
100,2019-04-10 13:00:00,1,3,2019-04-11 13:00,0.0,0.9993433008439768,2019-04-12 13:00,0.0,0.9993350549093545
101,2019-04-10 13:00:00,2,1,2019-04-11 13:00,0.0,0.9993302192714051,2019-04-12 13:00,0.0,0.9993461939367557
102,2019-04-10 13:00:00,2,3,2019-04-11 13:00,0.0,0.9996197894446128,2019-04-12 13:00,0.0,0.9996197894446128
103,2019-04-10 16:30:00,1,1,2019-04-11 16:30,0.0,0.9993302192714051,2019-04-12 16:30,0.0,0.9993563182607744
104,2019-04-10 18:00:00,1,3,2019-04-11 18:00,0.0,0.9993199069252017,2019-04-12 18:00,0.0,0.9993342282281567
105,2019-04-10 18:00:00,2,3,2019-04-11 18:00,0.0,0.9996197894446128,2019-04-12 18:00,0.0,0.999505280385702
106,2019-04-10 18:30:00,2,2,2019-04-11 18:30,0.0,0.9995164987439192,2019-04-12 18:30,0.0,0.9993342282281567
107,2019-04-10 20:30:00,2,2,2019-04-11 20:30,0.0,0.9996197894446128,2019-04-12 20:30,0.0,0.9993190802440038
108,2019-04-11 02:30:00,1,3,2019-04-12 2:30,0.0,0.9996633277126356,2019-04-13 2:30,0.0,0.9996633277126356
109,2019-04-11 03:00:00,2,2,2019-04-12 3:00,0.0,0.9996633277126356,2019-04-13 3:00,0.0,0.9996197894446128
110,2019-04-11 08:30:00,2,3,2019-04-12 8:30,0.0,0.9995183771333158,2019-04-13 8:30,0.0,0.9996633277126356
111,2019-04-11 09:30:00,2,2,2019-04-12 9:30,0.0,0.9993351733551992,2019-04-13 9:30,0.0,0.9996197894446128
112,2019-04-11 11:00:00,1,3,2019-04-12 11:00,0.0,0.9993052433668846,2019-04-13 11:00,0.0,0.9993700257073952
113,2019-04-11 11:30:00,2,2,2019-04-12 11:30,0.0,0.9994413962099837,2019-04-13 11:30,0.0,0.9993835712739353
114,2019-04-11 14:30:00,1,2,2019-04-12 14:30,0.0,0.99898700463434,2019-04-13 14:30,0.0,0.9993190802440038
115,2019-04-11 15:30:00,2,1,2019-04-12 15:30,0.0,0.9989962652723449,2019-04-13 15:30,0.0,0.9993947103013365
116,2019-04-11 20:30:00,1,3,2019-04-12 20:30,0.0,0.9993350549093545,2019-04-13 20:30,0.0,0.9994345167373266
117,2019-04-11 20:30:00,2,2,2019-04-12 20:30,0.0,0.9996197894446128,2019-04-13 20:30,0.0,0.9993700257073952
118,2019-04-12 03:00:00,2,1,2019-04-13 3:00,0.0,0.9996328068614106,2019-04-14 3:00,0.0,0.9994384757045168
119,2019-04-12 07:00:00,1,2,2019-04-13 7:00,0.0,0.9996216678340094,2019-04-14 7:00,0.0,0.9996197894446128
120,2019-04-12 14:30:00,1,2,2019-04-13 14:30,0.0,0.9990027681852575,2019-04-14 14:30,0.0,0.9996197894446128
121,2019-04-12 22:00:00,1,1,2019-04-13 22:00,0.0,0.999347139063798,2019-04-14 22:00,0.0,0.9996396143878408
122,2019-04-13 02:00:00,1,3,2019-04-14 2:00,0.0,0.9996197894446128,2019-04-15 2:00,0.0,0.9996633277126356
123,2019-04-13 05:00:00,2,3,2019-04-14 5:00,0.0,0.9996197894446128,2019-04-15 5:00,0.0,0.9996633277126356
124,2019-04-13 07:00:00,1,3,2019-04-14 7:00,0.0,0.9996197894446128,2019-04-15 7:00,0.0,0.9996633277126356
125,2019-04-13 07:30:00,1,1,2019-04-14 7:30,0.0,0.9996309284720141,2019-04-15 7:30,0.0,0.9996744667400368
126,2019-04-13 11:00:00,2,2,2019-04-14 11:00,0.0,0.9996197894446128,2019-04-15 11:00,0.0,0.9993588073491779
127,2019-04-13 16:00:00,1,2,2019-04-14 16:00,0.0,0.9993987192580881,2019-04-15 16:00,0.0,0.9994557151653392
128,2019-04-13 19:00:00,2,1,2019-04-14 19:00,0.0,0.9993811647347964,2019-04-15 19:00,0.0,0.999484379638192
129,2019-04-13 22:30:00,1,1,2019-04-14 22:30,0.0,0.9996744667400368,2019-04-15 22:30,0.0,0.9996396143878408
130,2019-04-14 06:00:00,1,2,2019-04-15 6:00,0.0,0.9996633277126356,2019-04-16 6:00,0.0,0.9996633277126356
131,2019-04-14 08:30:00,2,2,2019-04-15 8:30,0.0,0.9996197894446128,2019-04-16 8:30,0.0,0.9996633277126356
132,2019-04-14 11:00:00,1,3,2019-04-15 11:00,0.0,0.9991540610539299,2019-04-16 11:00,0.0,0.9995164987439192
133,2019-04-14 11:30:00,1,1,2019-04-15 11:30,0.0,0.9991303477291351,2019-04-16 11:30,0.0,0.9994384757045168
134,2019-04-14 14:30:00,1,2,2019-04-15 14:30,0.0,0.9994032208728293,2019-04-16 14:30,0.0,0.9994222951473997
135,2019-04-14 15:30:00,1,3,2019-04-15 15:30,0.0,0.9994032208728293,2019-04-16 15:30,0.0,0.9994222951473997
136,2019-04-14 20:00:00,2,3,2019-04-15 20:00,0.0,0.9996284753604395,2019-04-16 20:00,0.0,0.9993358978562386
137,2019-04-15 00:30:00,2,1,2019-04-16 0:30,0.0,0.9996744667400368,2019-04-17 0:30,0.0,0.9996328068614106
138,2019-04-15 00:30:00,2,3,2019-04-16 0:30,0.0,0.9996633277126356,2019-04-17 0:30,0.0,0.9996284753604395
139,2019-04-15 02:30:00,1,2,2019-04-16 2:30,0.0,0.9996633277126356,2019-04-17 2:30,0.0,0.9996633277126356
140,2019-04-15 04:00:00,2,2,2019-04-16 4:00,0.0,0.9996633277126356,2019-04-17 4:00,0.0,0.9996197894446128
141,2019-04-15 10:00:00,1,1,2019-04-16 10:00,0.0,0.999381991415994,2019-04-17 10:00,0.0,0.9995232057572276
142,2019-04-15 13:00:00,2,3,2019-04-16 13:00,0.0,0.9994529496367534,2019-04-17 13:00,0.0,0.9994020041733622
143,2019-04-15 16:00:00,1,1,2019-04-16 16:00,0.0,0.9994282911849163,2019-04-17 16:00,0.0,0.9993266139385097
144,2019-04-15 17:00:00,1,3,2019-04-16 17:00,0.0,0.999367781914639,2019-04-17 17:00,0.0,0.9993154749111085
145,2019-04-16 01:30:00,1,2,2019-04-17 1:30,0.0,0.9996197894446128,2019-04-18 1:30,0.0,0.9995164987439192
146,2019-04-16 04:00:00,1,3,2019-04-17 4:00,0.0,0.9996197894446128,2019-04-18 4:00,0.0,0.9996197894446128
147,2019-04-16 05:00:00,2,1,2019-04-17 5:00,0.0,0.9996744667400368,2019-04-18 5:00,0.0,0.9996309284720141
148,2019-04-16 06:30:00,2,1,2019-04-17 6:30,0.0,0.9993461939367557,2019-04-18 6:30,0.0,0.9996309284720141
149,2019-04-16 11:00:00,2,1,2019-04-17 11:00,0.0,0.999325787257312,2019-04-18 11:00,0.0,0.9993789209420403
150,2019-04-16 14:00:00,1,1,2019-04-17 14:00,0.0,0.9989608263141546,2019-04-18 14:00,0.0,0.9993190009131876
151,2019-04-16 14:30:00,2,3,2019-04-17 14:30,0.0,0.9994020041733622,2019-04-18 14:30,0.0,0.9993632802998977
152,2019-04-16 19:30:00,2,2,2019-04-17 19:30,0.0,0.9993199069252017,2019-04-18 19:30,0.0,0.9994222951473997
153,2019-04-16 20:30:00,1,3,2019-04-17 20:30,0.0,0.9995164987439192,2019-04-18 20:30,0.0,0.9993190802440038
154,2019-04-17 00:00:00,2,1,2019-04-18 0:00,0.0,0.9996309284720141,2019-04-19 0:00,0.0,0.9993310459526029
155,2019-04-17 07:00:00,2,1,2019-04-18 7:00,0.0,0.9996309284720141,2019-04-19 7:00,0.0,0.9996309284720141
156,2019-04-17 08:30:00,2,3,2019-04-18 8:30,0.0,0.9996085710863956,2019-04-19 8:30,0.0,0.9996085710863956
157,2019-04-17 14:00:00,1,1,2019-04-18 14:00,0.0,0.9993812056714235,2019-04-19 14:00,0.0,0.9994170962791947
158,2019-04-17 14:30:00,1,3,2019-04-18 14:30,0.0,0.9993700666440223,2019-04-19 14:30,0.0,0.9993632802998977
159,2019-04-17 15:00:00,2,3,2019-04-18 15:00,0.0,0.9993146482299108,2019-04-19 15:00,0.0,0.9994020041733622
160,2019-04-18 01:30:00,2,2,2019-04-19 1:30,0.0,0.9996085710863956,2019-04-20 1:30,0.0,0.9996085710863956
161,2019-04-18 03:00:00,1,1,2019-04-19 3:00,0.0,0.9996197101137968,2019-04-20 3:00,0.0,0.9996197101137968
162,2019-04-18 04:30:00,1,3,2019-04-19 4:30,0.0,0.9996197894446128,2019-04-20 4:30,0.0,0.9996085710863956
163,2019-04-18 11:30:00,2,1,2019-04-19 11:30,0.0,0.9993266139385097,2019-04-20 11:30,0.0,0.999325787257312
164,2019-04-18 12:00:00,2,2,2019-04-19 12:00,0.0,0.9993146482299108,2019-04-20 12:00,0.0,0.9993154749111085
165,2019-04-18 14:00:00,2,1,2019-04-19 14:00,0.0,0.9993857072861648,2019-04-20 14:00,0.0,0.9989608263141546
166,2019-04-18 16:30:00,2,2,2019-04-19 16:30,0.0,0.999367781914639,2019-04-20 16:30,0.0,0.9993146482299108
167,2019-04-18 22:00:00,1,2,2019-04-19 22:00,0.0,0.9996085710863956,2019-04-20 22:00,0.0,0.9996085710863956
168,2019-04-18 22:00:00,2,1,2019-04-19 22:00,0.0,0.9996309284720141,2019-04-20 22:00,0.0,0.9993266139385097
169,2019-04-18 23:00:00,2,3,2019-04-19 23:00,0.0,0.9996136438887636,2019-04-20 23:00,0.0,0.9996085710863956
170,2019-04-19 00:30:00,1,3,2019-04-20 0:30,0.0,0.9996085710863956,2019-04-21 0:30,0.0,0.9996085710863956
171,2019-04-19 01:30:00,2,1,2019-04-20 1:30,0.0,0.9996197101137968,2019-04-21 1:30,0.0,0.9996197101137968
172,2019-04-19 04:30:00,1,2,2019-04-20 4:30,0.0,0.9996085710863956,2019-04-21 4:30,0.0,0.9996085710863956
173,2019-04-19 08:30:00,1,3,2019-04-20 8:30,0.0,0.9995120667298264,2019-04-21 8:30,0.0,0.9996085710863956
174,2019-04-19 13:30:00,1,1,2019-04-20 13:30,0.0,0.999419929544888,2019-04-21 13:30,0.0,0.999325787257312
175,2019-04-19 14:30:00,1,2,2019-04-20 14:30,0.0,0.9993146482299108,2019-04-21 14:30,0.0,0.9993744233116578
176,2019-04-19 16:30:00,1,1,2019-04-20 16:30,0.0,0.999325787257312,2019-04-21 16:30,0.0,0.999302877764373
177,2019-04-19 21:00:00,2,2,2019-04-20 21:00,0.0,0.9994229046630224,2019-04-21 21:00,0.0,0.9993154749111085
178,2019-04-20 00:00:00,2,2,2019-04-21 0:00,0.0,0.9996085710863956,2019-04-22 0:00,0.0,0.9996085710863956
179,2019-04-20 02:30:00,1,3,2019-04-21 2:30,0.0,0.9996085710863956,2019-04-22 2:30,0.0,0.9996085710863956
180,2019-04-20 03:00:00,2,3,2019-04-21 3:00,0.0,0.9996085710863956,2019-04-22 3:00,0.0,0.9996085710863956
181,2019-04-20 08:30:00,1,2,2019-04-21 8:30,0.0,0.9996085710863956,2019-04-22 8:30,0.0,0.9996085710863956
182,2019-04-20 10:30:00,2,1,2019-04-21 10:30,0.0,0.9995232057572276,2019-04-22 10:30,0.0,0.9996197101137968
183,2019-04-20 11:30:00,2,1,2019-04-21 11:30,0.0,0.9993266139385097,2019-04-22 11:30,0.0,0.9995232057572276
184,2019-04-20 11:30:00,2,3,2019-04-21 11:30,0.0,0.9996085710863956,2019-04-22 11:30,0.0,0.9996085710863956
185,2019-04-20 13:00:00,1,3,2019-04-21 13:00,0.0,0.9993700666440223,2019-04-22 13:00,0.0,0.9992917387369717
186,2019-04-20 18:00:00,2,3,2019-04-21 18:00,0.0,0.9996085710863956,2019-04-22 18:00,0.0,0.9993745682587636
187,2019-04-20 19:30:00,1,1,2019-04-21 19:30,0.0,0.9993266139385097,2019-04-22 19:30,0.0,0.999325787257312
188,2019-04-21 01:00:00,2,2,2019-04-22 1:00,0.0,0.9996085710863956,2019-04-23 1:00,0.0,0.9996085710863956
189,2019-04-21 01:30:00,1,2,2019-04-22 1:30,0.0,0.9996085710863956,2019-04-23 1:30,0.0,0.9996085710863956
190,2019-04-21 02:30:00,2,1,2019-04-22 2:30,0.0,0.9996197101137968,2019-04-23 2:30,0.0,0.9996197101137968
191,2019-04-21 05:30:00,1,3,2019-04-22 5:30,0.0,0.9996085710863956,2019-04-23 5:30,0.0,0.9996085710863956
192,2019-04-21 08:30:00,1,1,2019-04-22 8:30,0.0,0.999325787257312,2019-04-23 8:30,0.0,0.9996197101137968
193,2019-04-21 11:00:00,1,1,2019-04-22 11:00,0.0,0.9989608263141546,2019-04-23 11:00,0.0,0.9993266139385097
194,2019-04-21 13:30:00,1,1,2019-04-22 13:30,0.0,0.997589397742726,2019-04-23 13:30,0.0,0.999419929544888
195,2019-04-21 13:30:00,1,3,2019-04-22 13:30,0.0,0.9980031396873349,2019-04-23 13:30,0.0,0.9994087905174868
196,2019-04-21 18:30:00,1,1,2019-04-22 18:30,0.0,0.999419929544888,2019-04-23 18:30,0.0,0.999302877764373
197,2019-04-21 20:30:00,2,1,2019-04-22 20:30,0.0,0.9993266139385097,2019-04-23 20:30,0.0,0.9962118305880119
198,2019-04-21 23:30:00,1,2,2019-04-22 23:30,0.0,0.9994229046630224,2019-04-23 23:30,0.0,0.9996085710863956
199,2019-04-22 00:00:00,2,1,2019-04-23 0:00,0.0,0.9996197101137968,2019-04-24 0:00,0.0,0.9995232057572276
200,2019-04-22 01:00:00,2,3,2019-04-23 1:00,0.0,0.9996085710863956,2019-04-24 1:00,0.0,0.9996085710863956
201,2019-04-22 07:30:00,1,3,2019-04-23 7:30,0.0,0.9994229046630224,2019-04-24 7:30,0.0,0.9991712806834396
202,2019-04-22 07:30:00,1,1,2019-04-23 7:30,0.0,0.999325787257312,2019-04-24 7:30,0.0,0.9996197101137968
203,2019-04-22 08:30:00,1,1,2019-04-23 8:30,0.0,0.9995232057572276,2019-04-24 8:30,0.0,0.9996197101137968
204,2019-04-22 12:00:00,1,2,2019-04-23 12:00,0.0,0.9994087905174868,2019-04-24 12:00,1.0,0.6829376931388758
205,2019-04-22 13:00:00,1,2,2019-04-23 13:00,0.0,0.9989496872867534,2019-04-24 13:00,0.0,0.9951381367928166
206,2019-04-22 14:00:00,1,3,2019-04-23 14:00,0.0,0.9989496872867534,2019-04-24 14:00,0.0,0.9995120667298264
207,2019-04-22 15:00:00,1,1,2019-04-23 15:00,0.0,0.999419929544888,2019-04-24 15:00,0.0,0.9994340436904237
